1	499231	499231
1	12539	499231
1	13569	499231
1	13788	499231
1	17362	499231
1	17704	499231
1	18337	499231
1	18567	499231
1	19789	499231
1	20469	499231
1	21359	499231
1	21513	499231
1	21569	499231
1	21678	499231
1	21713	499231
1	21966	499231
1	21987	499231
1	22196	499231
1	22404	499231
1	22719	499231
1	22807	499231
1	22835	499231
1	22847	499231
1	22886	499231
1	23466	499231
1	23872	499231
1	24002	499231
1	24093	499231
1	24292	499231
1	24551	499231
1	24579	499231
1	24940	499231
1	26125	499231
1	26167	499231
1	26479	499231
1	26492	499231
1	26713	499231
1	26827	499231
1	27059	499231
1	27289	499231
1	27340	499231
1	27474	499231
1	27672	499231
1	27693	499231
1	27711	499231
1	27767	499231
1	27930	499231
1	28005	499231
1	28082	499231
1	28724	499231
1	28747	499231
1	29007	499231
1	29030	499231
1	29183	499231
1	29463	499231
1	29520	499231
1	29655	499231
1	29771	499231
1	29870	499231
1	30043	499231
1	30134	499231
1	30165	499231
1	30240	499231
1	30368	499231
1	30402	499231
1	30430	499231
1	30833	499231
1	30902	499231
1	30938	499231
1	30976	499231
1	31016	499231
1	31304	499231
1	31414	499231
1	31617	499231
1	31837	499231
1	31911	499231
1	32011	499231
1	32257	499231
1	32580	499231
1	32675	499231
1	32787	499231
1	33007	499231
1	33111	499231
1	34005	499231
1	34180	499231
1	34291	499231
1	34405	499231
1	34522	499231
1	34656	499231
1	35059	499231
1	35206	499231
1	35368	499231
1	35514	499231
1	35672	499231
1	35820	499231
1	35964	499231
1	36372	499231
1	36493	499231
1	36631	499231
1	36811	499231
1	37013	499231
1	37165	499231
1	37330	499231
1	37485	499231
1	37664	499231
1	37835	499231
1	38015	499231
1	38199	499231
1	38372	499231
1	38437	499231
1	38572	499231
1	38771	499231
1	38954	499231
1	39158	499231
1	39347	499231
1	39549	499231
1	39752	499231
1	39973	499231
1	40382	499231
1	40964	499231
1	41134	499231
1	41298	499231
1	41461	499231
1	41644	499231
1	41863	499231
1	42119	499231
1	42392	499231
1	42663	499231
1	42967	499231
1	43225	499231
1	43500	499231
1	43747	499231
1	44051	499231
1	44311	499231
1	44590	499231
1	44868	499231
1	45172	499231
1	45466	499231
1	45833	499231
1	46142	499231
1	46477	499231
1	46802	499231
1	47176	499231
1	47506	499231
1	47849	499231
1	48255	499231
1	48677	499231
1	49085	499231
1	49544	499231
1	49976	499231
1	50448	499231
1	50921	499231
1	51374	499231
1	51822	499231
1	52309	499231
1	52772	499231
1	53222	499231
1	53729	499231
1	54267	499231
1	54767	499231
1	55340	499231
1	55891	499231
1	56460	499231
1	57000	499231
1	57544	499231
1	58145	499231
1	58730	499231
1	59375	499231
1	60149	499231
1	61676	499231
1	63375	499231
1	64233	499231
1	65064	499231
1	65954	499231
1	66877	499231
1	72989	499231
1	74165	499231
1	75323	499231
1	76573	499231
1	77935	499231
1	79583	499231
1	81615	499231
1	84707	499231
1	88822	499231
1	113568	499231
1	126731	499231
1	128169	499231
1	131185	499231
1	132540	499231
1	138493	499231
1	191093	499231
1	193374	499231
1	248731	499231
1	249142	499231
1	254037	499231
1	262606	499231
1	272236	499231
1	285620	499231
1	286296	499231
1	286411	499231
1	287610	499231
1	288975	499231
1	312733	499231
1	363483	499231
1	364399	499231
1	404172	499231
1	404510	499231
1	418242	499231
1	418279	499231
1	418291	499231
1	418301	499231
1	418310	499231
1	418320	499231
1	418329	499231
1	418337	499231
1	418346	499231
1	418357	499231
1	418367	499231
1	418381	499231
1	418442	499231
1	418448	499231
1	418521	499231
1	418531	499231
1	418542	499231
1	418552	499231
1	418562	499231
1	418576	499231
1	418588	499231
1	418598	499231
1	418607	499231
1	418624	499231
1	418628	499231
1	418649	499231
1	418658	499231
1	418668	499231
1	418682	499231
1	418691	499231
1	418706	499231
1	421035	499231
1	421247	499231
1	427409	499231
1	445318	499231
1	450058	499231
1	489583	499231
1	498983	499231
